Document No.,Line No.,Sell-to Customer Name,External Document No.,Customer PO No.,No.,Ordering Model,Customer Ordering Model,Quantity,Cross-Reference No.,Customer Expectations Date,Produce Expected Finish Date,OP Estimated Shipping Date,Actual Completion Date,Actual Shipping Day,Description,Customer Ordering Desc.,Description 2,Model Name,Unit of Measure,Outstanding Quantity,Loan To Sales,Project Code,Shipment Date,Sales Promised Delivery Date,Create Prod Exp Completion,LastMod Prod Exp Completion,Remark,Remark2,EA Remark,PM Name,Item Status,HeaderStatus,Production Order No.,Starting Date,Material Receipt Date (PO),Orderig Description,Currency Code,Selling Price Excl. VAT,Amount,Amount Including VAT,Outstanding Amount (LCY),Ship-to Name,Customer Item No.,Qty on Purch. Order,Qty on Sales Order,Inventory,Qty on Componet Line,OP Lead Time,ReleasedDateOrigin,Warehouse Shipment No.,Assemble Option,Type,Location Code,Salesperson Code
SO25050035,15000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,S51-SL1708FF-003,SEMIL-1708-i7OCG9-FF04,SEMIL-1708-i7OCG9-FF04,10,,11/19/2025,11/17/2025,11/19/2025,,,"[DEF]SEMIL-1708-FF, including i7-9700TE, DDR4-16GB","SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN,[DEF]SEMIL-1708-FF,PCS,10,FALSE,,11/19/2025,11/19/2025,15/07/25 10:07:43,25/08/25 10:26:20,CR:8/25通知延後到11/19出貨. 5/21合併出貨9/30→10/1.,8/25:完工9/26->11/17(客戶延到11/19出貨),,TingYu Lai 賴婷妤,DEF,Released,WA25050180,11/10/2025,,"SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",USD,"2,149.00","21,490.00","21,490.00","661,892.00","Neousys Technology America, Inc.",,0,40,10,0,198,5/5/2025,,No,Item,WH22,T048
SO25050035,20000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,11/19/2025,11/17/2025,11/19/2025,,,Customer Services,To產線/包裝：請協助貼上客製標籤，詳見SOP,,Customer Services,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:27:58,CR:5/21合併出貨9/30→10/1.,,,,,Released,,,11/10/2025,To產線/包裝：請協助貼上客製標籤，詳見SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,198,5/5/2025,,No,Resource,WH02,T048
SO25050035,30000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,11/19/2025,11/17/2025,11/19/2025,,,Customer Services,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,,Customer Services,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:27:58,CR:5/21合併出貨9/30→10/1.,,,,,Released,,,11/10/2025,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,198,5/5/2025,,No,Resource,WH02,T048
SO25050035,40000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,11/19/2025,11/17/2025,11/19/2025,,,Customer Services,To產線：請協助將IGN模式調整至2,,Customer Services,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:27:58,CR:5/21合併出貨9/30→10/1.,,,,,Released,,,11/10/2025,To產線：請協助將IGN模式調整至2,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,198,5/5/2025,,No,Resource,WH02,T048
SO25050035,50000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,11/19/2025,11/17/2025,11/19/2025,,,Customer Services,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,,Customer Services,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:27:59,CR:5/21合併出貨9/30→10/1.,,,,,Released,,,11/10/2025,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,198,5/5/2025,,No,Resource,WH02,T048
SO25050035,60000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,395-M1342189-004,Cbl-M12S4F-OW4-180CM1,Cbl-M12S4F-OW4-180CM1,10,,11/19/2025,11/17/2025,11/19/2025,,,"[NR]Cable 180cm, M12 S-code 4P Female to Cord End","Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳","Terminal 4P, w/core*2, 18+20AWG, -20°C to +80°C, 亞",[NR]Cable M12 S-code 4P FML to Cord End Terminal 4P 180cm,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:27:41,CR:8/25通知延後到11/19出貨. 5/21合併出貨9/30→10/1.,8/25:完工9/26->11/17(客戶延到11/19出貨),,,NR,Released,,,11/10/2025,"Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳",USD,10,100,100,"3,080.00","Neousys Technology America, Inc.",,0,40,40,0,198,5/5/2025,,No,Item,WH22,T048
SO25050035,70000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250640,POD-250648,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,11/19/2025,11/17/2025,11/19/2025,,,Customer Services,To產線：請將機器與線材配對包裝,,Customer Services,PCS,10,FALSE,,11/19/2025,11/19/2025,7/5/2025 15:08,25/08/25 10:28:02,CR:5/21合併出貨9/30→10/1.,,,,,Released,,,11/10/2025,To產線：請將機器與線材配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,198,5/5/2025,,No,Resource,WH02,T048
SO25050036,15000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,S51-SL1708FF-003,SEMIL-1708-i7OCG9-FF04,SEMIL-1708-i7OCG9-FF04,10,,12/17/2025,12/15/2025,12/17/2025,,,"[DEF]SEMIL-1708-FF, including i7-9700TE, DDR4-16GB","SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN,[DEF]SEMIL-1708-FF,PCS,10,FALSE,,12/17/2025,12/17/2025,15/07/25 10:07:45,25/08/25 10:28:38,CR:8/25通知延後到11/19出貨. 5/21合併出貨10/30→11/5.,8/25:完工10/28->12/15(客戶延到12/17出貨),,TingYu Lai 賴婷妤,DEF,Released,WA25050181,12/8/2025,,"SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",USD,"2,149.00","21,490.00","21,490.00","661,892.00","Neousys Technology America, Inc.",,0,40,10,0,226,5/5/2025,,No,Item,WH22,T048
SO25050036,20000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,12/17/2025,12/15/2025,12/17/2025,,,Customer Services,To產線/包裝：請協助貼上客製標籤，詳見SOP,,Customer Services,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:08,25/08/25 10:28:38,CR:5/21合併出貨10/30→11/5.,,,,,Released,,,12/8/2025,To產線/包裝：請協助貼上客製標籤，詳見SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,226,5/5/2025,,No,Resource,WH02,T048
SO25050036,30000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,12/17/2025,12/15/2025,12/17/2025,,,Customer Services,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,,Customer Services,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:08,25/08/25 10:28:38,CR:5/21合併出貨10/30→11/5.,,,,,Released,,,12/8/2025,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,226,5/5/2025,,No,Resource,WH02,T048
SO25050036,40000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,12/17/2025,12/15/2025,12/17/2025,,,Customer Services,To產線：請協助將IGN模式調整至2,,Customer Services,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:09,25/08/25 10:28:39,CR:5/21合併出貨10/30→11/5.,,,,,Released,,,12/8/2025,To產線：請協助將IGN模式調整至2,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,226,5/5/2025,,No,Resource,WH02,T048
SO25050036,50000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,12/17/2025,12/15/2025,12/17/2025,,,Customer Services,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,,Customer Services,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:09,25/08/25 10:28:39,CR:5/21合併出貨10/30→11/5.,,,,,Released,,,12/8/2025,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,226,5/5/2025,,No,Resource,WH02,T048
SO25050036,60000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,395-M1342189-004,Cbl-M12S4F-OW4-180CM1,Cbl-M12S4F-OW4-180CM1,10,,12/17/2025,12/15/2025,12/17/2025,,,"[NR]Cable 180cm, M12 S-code 4P Female to Cord End","Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳","Terminal 4P, w/core*2, 18+20AWG, -20°C to +80°C, 亞",[NR]Cable M12 S-code 4P FML to Cord End Terminal 4P 180cm,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:09,25/08/25 10:28:39,CR:8/25通知延後到11/19出貨. 5/21合併出貨10/30→11/5.,8/25:完工10/28->12/15(客戶延到12/17出貨),,,NR,Released,,,12/8/2025,"Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳",USD,10,100,100,"3,080.00","Neousys Technology America, Inc.",,0,40,40,0,226,5/5/2025,,No,Item,WH22,T048
SO25050036,70000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250641,POD-250649,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,12/17/2025,12/15/2025,12/17/2025,,,Customer Services,To產線：請將機器與線材配對包裝,,Customer Services,PCS,10,FALSE,,12/17/2025,12/17/2025,7/5/2025 15:09,25/08/25 10:28:42,CR:5/21合併出貨10/30→11/5.,,,,,Released,,,12/8/2025,To產線：請將機器與線材配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,226,5/5/2025,,No,Resource,WH02,T048
SO25050037,15000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,S51-SL1708FF-003,SEMIL-1708-i7OCG9-FF04,SEMIL-1708-i7OCG9-FF04,10,,1/14/2026,1/12/2026,1/14/2026,,,"[DEF]SEMIL-1708-FF, including i7-9700TE, DDR4-16GB","SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN,[DEF]SEMIL-1708-FF,PCS,10,FALSE,,1/14/2026,1/14/2026,15/07/25 10:07:53,25/08/25 10:30:05,CR:8/25通知延後到11/19出貨. 5/21合併出貨11/28→12/3.,8/25:完工11/26->26/1/12(客戶延到26/1/14出貨),,TingYu Lai 賴婷妤,DEF,Released,WA25050182,1/5/2026,,"SEMIL-1708-FF, including i7-9700TE, DDR4-16GB-32-SM and M.280-SSD-1TB-PCIe44-TLC5-PN",USD,"2,149.00","21,490.00","21,490.00","661,892.00","Neousys Technology America, Inc.",,0,40,10,0,254,5/5/2025,,No,Item,WH22,T048
SO25050037,20000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,1/14/2026,1/12/2026,1/14/2026,,,Customer Services,To產線/包裝：請協助貼上客製標籤，詳見SOP,,Customer Services,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:14,CR:5/21合併出貨11/28→12/3.,,,,,Released,,,1/5/2026,To產線/包裝：請協助貼上客製標籤，詳見SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,254,5/5/2025,,No,Resource,WH02,T048
SO25050037,30000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,1/14/2026,1/12/2026,1/14/2026,,,Customer Services,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,,Customer Services,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:14,CR:5/21合併出貨11/28→12/3.,,,,,Released,,,1/5/2026,To產線：須執行BIOS設定，請見SEMIL-1708-FF組裝SOP,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,254,5/5/2025,,No,Resource,WH02,T048
SO25050037,40000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,1/14/2026,1/12/2026,1/14/2026,,,Customer Services,To產線：請協助將IGN模式調整至2,,Customer Services,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:15,CR:5/21合併出貨11/28→12/3.,,,,,Released,,,1/5/2026,To產線：請協助將IGN模式調整至2,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,254,5/5/2025,,No,Resource,WH02,T048
SO25050037,50000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,1/14/2026,1/12/2026,1/14/2026,,,Customer Services,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,,Customer Services,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:15,CR:5/21合併出貨11/28→12/3.,,,,,Released,,,1/5/2026,To產線：請協助安裝Ubuntu 22.04 Server版本，並使用客供ISO檔,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,254,5/5/2025,,No,Resource,WH02,T048
SO25050037,60000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,395-M1342189-004,Cbl-M12S4F-OW4-180CM1,Cbl-M12S4F-OW4-180CM1,10,,1/14/2026,1/12/2026,1/14/2026,,,"[NR]Cable 180cm, M12 S-code 4P Female to Cord End","Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳","Terminal 4P, w/core*2, 18+20AWG, -20°C to +80°C, 亞",[NR]Cable M12 S-code 4P FML to Cord End Terminal 4P 180cm,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:15,CR:8/25通知延後到11/19出貨. 5/21合併出貨11/28→12/3.,8/25:完工11/26->26/1/12(客戶延到26/1/14出貨),,,NR,Released,,,1/5/2026,"Cable 180cm, M12 S-Code Female 4P to Open Wire 4P, 亞佳",USD,10,100,100,"3,080.00","Neousys Technology America, Inc.",,0,40,40,0,254,5/5/2025,,No,Item,WH22,T048
SO25050037,70000,"Neousys Technology America, Inc.",NTA_FIREFLY_SO-20250642,POD-250650,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,10,,1/14/2026,1/12/2026,1/14/2026,,,Customer Services,To產線：請將機器與線材配對包裝,,Customer Services,PCS,10,FALSE,,1/14/2026,1/14/2026,7/5/2025 15:09,25/08/25 10:30:16,CR:5/21合併出貨11/28→12/3.,,,,,Released,,,1/5/2026,To產線：請將機器與線材配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,254,5/5/2025,,No,Resource,WH02,T048
SO25060381,10000,"Neousys Technology America, Inc.",NTA_TEK84_SO-20250452,POD-250884,S50-EC750501-036,Nuvo-7505D-036,Nuvo-7505D-i5HCG9-Tek02-100,20,,10/1/2025,9/26/2025,10/1/2025,,,,"Nuvo-7505D, including  i5-9500TE, DDR4-8GB-32-SM, M.280-SSD-256GB-SATA-TLC-IK, Win10IoT21-Value",,Nuvo-7505D-036,PCS,20,FALSE,C10001_2302001,9/26/2025,10/1/2025,24/06/25 17:37:05,2/9/2025 18:04,CR:7/29通知延後出貨8/27→10/1.,,,Neil Liu 劉仲軒,,Released,WR25090569,9/25/2025,,"Nuvo-7505D, including  i5-9500TE, DDR4-8GB-32-SM, M.280-SSD-256GB-SATA-TLC-IK, Win10IoT21-Value",USD,881,"17,620.00","17,620.00","521,728.00","Neousys Technology America, Inc.",,0,20,0,0,103,6/20/2025,,No,Item,WH22,T048
SO25060381,20000,"Neousys Technology America, Inc.",NTA_TEK84_SO-20250452,POD-250884,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,20,,10/1/2025,9/29/2025,10/1/2025,,,Customer Services,To組裝：請協助將N7505D的SATA Cable不組裝放置於配件盒中,,Customer Services,PCS,20,FALSE,,9/29/2025,10/1/2025,24/06/25 17:37:06,30/07/25 15:26:31,,,,,,Released,,,9/25/2025,To組裝：請協助將N7505D的SATA Cable不組裝放置於配件盒中,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,103,6/20/2025,,No,Resource,WH02,T048
SO25060381,30000,"Neousys Technology America, Inc.",NTA_TEK84_SO-20250452,POD-250884,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,20,,10/1/2025,9/29/2025,10/1/2025,,,Customer Services,To組裝：請將Nuvo-7501 HDD Bracket組裝在機器裡,,Customer Services,PCS,20,FALSE,,9/29/2025,10/1/2025,24/06/25 17:37:06,30/07/25 15:26:32,,,,,,Released,,,9/25/2025,To組裝：請將Nuvo-7501 HDD Bracket組裝在機器裡,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,103,6/20/2025,,No,Resource,WH02,T048
SO25060381,40000,"Neousys Technology America, Inc.",NTA_TEK84_SO-20250452,POD-250884,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,20,,10/1/2025,9/29/2025,10/1/2025,,,Customer Services,To組裝：請協助燒錄影像檔，並正常關機。PE已協助將iso檔放入NAS路徑\\192.168.21.207\pd\PE data\OSiso\Windows10IoT2021Tek84.19044.5247,,Customer Services,PCS,20,FALSE,,9/29/2025,10/1/2025,24/06/25 17:37:06,30/07/25 15:26:32,,,,,,Released,,,9/25/2025,To組裝：請協助燒錄影像檔，並正常關機。PE已協助將iso檔放入NAS路徑\\192.168.21.207\pd\PE data\OSiso\Windows10IoT2021Tek84.19044.5247,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,103,6/20/2025,,No,Resource,WH02,T048
SO25060381,50000,"Neousys Technology America, Inc.",NTA_TEK84_SO-20250452,POD-250884,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,20,,10/1/2025,9/29/2025,10/1/2025,,,Customer Services,To QC：出廠檢驗時不用做system preparation,,Customer Services,PCS,20,FALSE,,9/29/2025,10/1/2025,24/06/25 17:37:07,30/07/25 15:26:33,,,,,,Released,,,9/25/2025,To QC：出廠檢驗時不用做system preparation,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,103,6/20/2025,,No,Resource,WH02,T048
